Date,Open,High,Low,Close,Volume,Day,DayOfWeek,Quarter,Month,Year,S_3,S_9,S_18,lag_1,lag_2,lag_3,Rolling_Mean,Rolling_Min,Rolling_Max,EMA_12,EMA_26,MACD,MACD_Signal,RSI,Overall_Mean,Overall_Min,Overall_Max
2010-07-23 04:00:00+00:00,1.4126670360565186,1.4373329877853394,1.4040000438690186,1.3966670036315918,9804000,23,4,3,7,2010,1.3891110022862752,1.3572592205471463,1.3182592789332073,1.399999976158142,1.3480000495910645,1.3533329963684082,1.3891110022862752,1.3480000495910645,1.4193329811096191,1.3581468849341236,1.3581468849341236,0.0,0.0,57.98317318857011,76.3544454289926,1.053333044052124,409.9700012207031
2010-07-26 04:00:00+00:00,1.4333330392837524,1.4333330392837524,1.3533329963684082,1.3700000047683716,13833000,26,0,3,7,2010,1.4053333202997844,1.3780741161770291,1.3073703911569383,1.4193329811096191,1.399999976158142,1.3480000495910645,1.4053333202997844,1.3966670036315918,1.4193329811096191,1.3640730570414263,1.3640730570414263,0.0,0.0,73.40429634505095,76.3544454289926,1.053333044052124,409.9700012207031
2010-07-27 04:00:00+00:00,1.3940000534057615,1.4119999408721924,1.3506669998168943,1.3813329935073853,9295500,27,1,3,7,2010,1.3953333298365276,1.383333338631524,1.2952222228050232,1.3966670036315918,1.4193329811096191,1.399999976158142,1.3953333298365276,1.3700000047683716,1.4193329811096191,1.3649848951532642,1.3649848951532642,0.0,0.0,72.77088914128967,76.3544454289926,1.053333044052124,409.9700012207031
2010-07-28 04:00:00+00:00,1.3700000047683716,1.3933329582214355,1.3673330545425415,1.3566670417785645,7008000,28,2,3,7,2010,1.3826666673024495,1.3894814517762926,1.2906296120749579,1.3700000047683716,1.3966670036315918,1.4193329811096191,1.3826666673024495,1.3700000047683716,1.3966670036315918,1.3674999872077442,1.3674999872077442,0.0,0.0,68.23266496666434,76.3544454289926,1.053333044052124,409.9700012207031
2010-07-29 04:00:00+00:00,1.3846670389175415,1.3919999599456787,1.3333330154418943,1.329332947731018,9240000,29,3,3,7,2010,1.3693333466847737,1.3873333401150174,1.2948888937632244,1.3813329935073853,1.3700000047683716,1.3966670036315918,1.3693333466847737,1.3566670417785645,1.3813329935073853,1.3658333802186395,1.3658333802186395,0.0,0.0,65.94602818232272,76.3544454289926,1.053333044052124,409.9700012207031
2010-07-30 04:00:00+00:00,1.3466670513153076,1.3626669645309448,1.303333044052124,1.3946670293807983,6403500,30,4,3,7,2010,1.355777661005656,1.372740666071574,1.3090740574730768,1.3566670417785645,1.3813329935073853,1.3700000047683716,1.355777661005656,1.329332947731018,1.3813329935073853,1.3602179290666976,1.3602179290666976,0.0,0.0,65.5209052183194,76.3544454289926,1.053333044052124,409.9700012207031
2010-08-02 04:00:00+00:00,1.3666670322418213,1.3980000019073486,1.3553329706192017,1.463333010673523,10771500,2,0,3,8,2010,1.360222339630127,1.3773333364062839,1.328037056658003,1.329332947731018,1.3566670417785645,1.3813329935073853,1.360222339630127,1.329332947731018,1.3946670293807983,1.3655177906534823,1.3655177906534823,0.0,0.0,65.10873915140061,76.3544454289926,1.053333044052124,409.9700012207031
2010-08-03 04:00:00+00:00,1.399999976158142,1.463333010673523,1.3880000114440918,1.4173330068588257,18457500,3,1,3,8,2010,1.395777662595113,1.3901481098598905,1.344666666454739,1.3946670293807983,1.329332947731018,1.3566670417785645,1.395777662595113,1.329332947731018,1.463333010673523,1.380566286041181,1.380566286041181,0.0,0.0,62.36806953669315,76.3544454289926,1.053333044052124,409.9700012207031
2010-08-04 04:00:00+00:00,1.463333010673523,1.4786670207977295,1.3899999856948853,1.363332986831665,13695000,4,2,3,8,2010,1.4251110156377156,1.3920740021599665,1.3589629464679294,1.463333010673523,1.3946670293807983,1.329332947731018,1.4251110156377156,1.3946670293807983,1.463333010673523,1.386222704628511,1.386222704628511,0.0,0.0,57.469990150603536,76.3544454289926,1.053333044052124,409.9700012207031
2010-08-05 04:00:00+00:00,1.4359999895095823,1.4366669654846191,1.3366669416427612,1.305999994277954,11943000,5,3,3,8,2010,1.4146663347880046,1.385851780573527,1.3715555005603366,1.4173330068588257,1.463333010673523,1.3946670293807983,1.4146663347880046,1.363332986831665,1.463333010673523,1.3827012095828424,1.3827012095828424,0.0,0.0,48.970714986883415,76.3544454289926,1.053333044052124,409.9700012207031
2010-08-06 04:00:00+00:00,1.340000033378601,1.343999981880188,1.301332950592041,1.3066669702529907,11128500,6,4,3,8,2010,1.3622219959894817,1.3757776684231229,1.376925892300076,1.363332986831665,1.4173330068588257,1.463333010673523,1.3622219959894817,1.305999994277954,1.4173330068588257,1.3709010226128597,1.3709010226128597,0.0,0.0,36.848019855274,76.3544454289926,1.053333044052124,409.9700012207031
2010-08-09 04:00:00+00:00,1.3266669511795044,1.3320000171661377,1.296666979789734,1.2686669826507568,12190500,9,0,3,8,2010,1.3253333171208699,1.3687406645880804,1.3760370016098022,1.305999994277954,1.363332986831665,1.4173330068588257,1.3253333171208699,1.305999994277954,1.363332986831665,1.3610188607113414,1.3610188607113414,0.0,0.0,45.15240712236283,76.3544454289926,1.053333044052124,409.9700012207031
2010-08-10 04:00:00+00:00,1.309999942779541,1.309999942779541,1.254667043685913,1.1933330297470093,19219500,10,1,3,8,2010,1.2937779823939006,1.356222218937344,1.3728518353568182,1.3066669702529907,1.305999994277954,1.363332986831665,1.2937779823939006,1.2686669826507568,1.3066669702529907,1.3468108794712514,1.3468108794712514,0.0,0.0,42.282760354530055,76.3544454289926,1.053333044052124,409.9700012207031
2010-08-11 04:00:00+00:00,1.246000051498413,1.2586669921875,1.190000057220459,1.1733330488204956,11964000,11,2,3,8,2010,1.2562223275502522,1.3380739953782823,1.3627036677466497,1.2686669826507568,1.3066669702529907,1.305999994277954,1.2562223275502522,1.1933330297470093,1.3066669702529907,1.3231989025905988,1.3231989025905988,0.0,0.0,30.769193224767037,76.3544454289926,1.053333044052124,409.9700012207031
